Comment,Insult
Defolun ekranlardan televizyon pislikleri!,1
Rtuk senin de Allah belani versin!,1
BU REZIL 40 YASINDAKI HERIF UTANMIYORMUSUN SEN 20 YASINDAKI KIZA SULANMAYA SAPIK HERIF SIZIN GIBILERI YASATMAMAK LAZIM ZUHAL TOPAL BILE ABI DIYOR BU SAPIHA,1
Utanmaz moruk pezevenk gencecik kızdan canı çekiyor terbiyesiz,1
Bu kadar olmaz ya belkide babasından büyüktür. Nasıl ahlakı var bu adamın yuh artık,1
ESRA EROLUN KOVALADIGI BU GERI ZEKALI IBRAHIMDE GELMIS BU NE REZILLIK BU ADAMIN ISI GUCU YOKTUR PUSLIK HERIF ANASINI BIRAKAMAZ BABASINADA KUFUR EDER KISACA REZIL BIR HERIFTIR,1
"Bitsin artık bu komedi ya..şu programlar inş .bir an önce kaldırılır ..hepsinin rol yaptığı ortada,bir de klip çekiliyor her çifte????valla SIHIRLI ANNEM deki TACİ bile daha gerçek bir karakterdi.",1
Defolup gidin ya kanaldan rezil pislikler,1
??Zuhal hanım programınızın reytingi düştü bence çünkü biz izlemiyoruz çok sıkıcı olmaya başladı Hanife ve sevgiden başka birşey yokk salak yerine konuluyorum,1
Sız ne kadar basıt oldunuz ya bu ne rezalet dun hakaret eden yatıp kalkıp ayrılan bırkanla sevgıyı bugun yıne bırlesmelerıne ızın verdınız ya daha bıse demıyorum sıze,1
Ülkem kan ağlarken düğün yapıp cosan eğlenen kuduran herkesin yüzüne tükürmek istiyorum !!! Ama siz ona bile değmezsiniz. Arda'ya laf atanlar Arda'nın tırnağı olamaz!! Bizi her seferinde gururlandıran adam gibi adam !!!,1
Bu çirkin de gül gibi adamı kaptı ya..,1
Makiyajlinin bahtina bak yaaaasa,1
Dünya çirkini so was von hässlich ??????,1
Buyasa kadar bukiz icinmi bekledin bula bula bunumu buldun ????nein,1
Ay Tarkani sevmen ama kdin guzel cok tatli bir bayan cok hoş ama yazik oldu,1
Kadin icin üzülüyorum adam hic yaslanmiyor Benjamin Button gibi adam kadina yazik oldu ??,1
Pınar & Tarkan yazmasan anlamiycaktik bende kübra & Tarkan zannettim tövbe allahım,1
Allah belani versin terorist pislik,1
"Bele exlaqsız, dinsiz imansız, onun bunun sözüyle camahata qara yaxan, şerçi, fitne fesatçı, qelbi qurd bağlamış, qınqançlığınnan ortadan yırtılmış, mundarlığı erse qalxmış inasanlarla niye muhatab olursuz ki, men anlamıram",1
Senin savunduğun şahısların suratı İblise benzediği için bu suratları yadırgaman gayet normal!,1
Su suratlara bi bakin bunlarda türk sifati var mi hepsi yahudi türk dusmani,1
Igrenc bir tablo iyyy,1
Elbiseye bak paran cok ama zevksizsin,1
Bence o dizleri ve dizden aşağısını hiç gösterme??,1
Dizleri ne kadar da igrenc gözüküyor,1
Biktik bu kadindan be heryede bu bu ne be gulben bi bu iki bune baska ssnatci yok ssnki,1
Ülkem kan ağlarken düğün yapıp cosan eğlenen kuduran herkesin yüzüne tükürmek istiyorum !!! Ama siz ona bile değmezsiniz. Arda'ya laf atanlar Arda'nın tırnağı olamaz!! Bizi her seferinde gururlandıran adam gibi adam !!!,1
Bu çirkin de gül gibi adamı kaptı ya..,1
Amk karşima çiksa korkarim ya amk tipe bak kdjjdj,1
töbe amk tipe bak djxjd,1
Görünce cin gördüm sandım sonra anladım Bülent Ersoymuş,1
Ya seni gördüm hayattan soğdum bu nedir iyirenç ötesi,1
"Allah senin dunya ve ahiret de belani versin.Zaten dunya da vermiş senin gibi şerefsizi eş cinsel yaratarak.Soytarisin sen lan.Utan yere gir.Bide kalkmiş Kuran ayetleri okuyorsun.Lan soysuz,Kuran da eşcinsellik yasak be soytari.",1
Bismillah yolda gezen köpekten farkın yok,1
Şu zihniyetide anlamam sen kapalısın da senin şuyun buyun var !! Neyin kafası ya bu ne içiyosunuz banada gönderin aynısından. Bir kadın kapalıysa o allahın emri için kapalıdır. Ayriyetten seviyeyi öğrenin..... NOKTA,1
Benzetecek insan bulamadin mi domuz...  ??????,1
Domuz gribine yakalanmış ınş ilk vakit geberirsin,1
neden gebrmiyosun pislik halk arasinan cikip insanlari o kapildigin DOMUZ gribini bize bulastirma,1
Kadin herkesi kendinden kucuk dusuruyo ve kendisini buyuk lan adam haca gitmis allahin verdigi seyi kabulenmemis,1
Bu kadindan igreniyorum ya kendini kadin yapmasi yetmiyormuş gibi bide 20li genclerle sevgili oluyo insanda biraz allah korkusu olur be yuh,1
Lan cinden periden korkmam bundan korkarim,1
Tobe tobe tobe allahim sen beni bulentlerden koru yarabbim amin,1
"Aslında severdim ta ki arkadaşımın düğününde sahneye çıkana kadar, böyle rezil insanları ezen aşağılayan ve dengesiz bir insan daha görmedim.",1
Bülent abi hamileymissin yakıştımı be abi,1
Sanatınıza laf edemem. Ama o kürkleri giyiyor olmanız tiksindirici. Başka bir canlının ölümüyle acı çekmesiyle güzelleştiğinizi mi sanıyorsunuz! Açıklarınız varsa bununla mı kapatıyorsunuz. 12 tane kürkünüz varmış bununla gurur duyacak kadar alçaldınız mı!!!! Cinayete ortak oluyorsunuz ve resmen kan kokuyorsunuz!,1
"Kürk on hayvandan yapılır, bir hayvan giyer!!!",1
Buna hayran olcak kadar düşcek nasıl bir zihniyet yaşiyosunuz,1
Allahm kadin mutant ya :)))),1
Iyrencsin senden nefret ediyorum boru gibi sesin var anirip duruyosun ifsa fotolarin var herkez senin o iyrenc sesinin taklidini yapiyor sarkilarinda iyrenc kisaca BOKSUN...,1
Dünyanın en çirkin kadını lezbiyeen,1
Yok öyle helallik falan ölen insanların hesabını bir gün mutlaka vereceksin ellleri böğründe olsun her gece.uyuyama,1
"Döneminde yüzlerce insanlar ölmüş,parçaları etrafa saçılmış hiçbir sorumluluğu yokmuş gibi helallik istiyor İslamcı yüzsüzlüğü bu olsa gerek",1
Ne kadar paketlenmis ince sozler kullansa da    kendisi kimin koynunda bilemem ama #AdaletSrayınKoynunda,1
"Cemaatin tasfiyesi bize yaradı boşver abla en iyisi bu pislikler çöksün, sonra AKP de çöker önümüz açılabilir...",1
"Siz hakaten dogru ve kaliteli insanlari desteklemiyorsunuz, neresi  hakli, size saygim cok ama uzuldum simdi.",1
etrafınızda biri yok mu size hakikati söyleyecek??Kıyamete kadar unutulmayacak bakara makara....,1
içinden oh geberdi pis yahudi dediğini duyuyoruz ego,1
şu çoluk çocukla mütevazi davranma.sen büyüksün.senin sadece SOR şarkin bunlarin kariyerin altust eder.,1
böyle egolu sosyal medya fenomenlerine yüz verme ortaç.bak ne bi tşk var ne bi RT.gerçekten şeref vermiş sanki!,1
Sanatçı kimliğinin altına sakladığı.. dileci kültürü ile büyümüş kronik ezik olmasından..,1
"Kürtçe serbest ama TOP 100'de bir tane Kürtçe şarkı yok! Diyarbakır'daki öğrencilerin bile, 5. Son tercihi oldu..!?",1
ama biz değil miydik faşist olan :p,1
Vedat bey yolunuz OcaklarımIza HİÇmi düşmedi. keşke tesadüfen de olsa     uğrayabilseydiniz. EDEPle nasiplenirdiniz,1
"PİS TİKSİNTİ İNSAN ""IGRENCSİN"" çünkü sen illuminatiye hizmet ediyosun",1
Kendını beyenmıs parayla sımarmıssın zengın yere bakmaz fakırse havaya fakırlık ınsanlıktır bence,1
Hikmetinden sual olunmaz ama çok çirkinsin bu makgajla bile midem bulandı kız bide benlerin vardı dimi ahaha,1
Hayatimda bukadar igrenc bir adam/kadin görmedim... Bide allah allah diyorsun utan bence rezil bi karakterin var!!,1
Bu reklam sana olmamış yaa. Biraz söndürmüş seni. Daha havalı bi reklam yakışırdı sana,1
Allah için bunların neresi güzel bunlar boya güzelleri,1
ne kazandırmış acaba Türkiyeyi kötüleyip primini dusurmekten baska. Vallahi beyinleriniz sulanmış sizin.,1
Bu semih kim oluyoda atakann performansini elestirme cesaretini buluyo anlamiyom mk mali finalde gerekli cevabi biz verecz ona kibriata oda teker teker adimlarla GIDECEK,1
sen kimsin serkaya kafa tutuyon it herif bide atakana zayıf halka diyo bi siktirgit yaaa,1
Semihin aptalliklarina dayanan seyirciye allah sabir versin demek lazim utopya beynini birakamadi sizler suru halinde daha onu desteklersiiz yuh,1
Allah belani versin senin . Tam orospu cocugusun.,1
Hayitimda senin gibi kancik biradam görmedim,1
Bildiğin tahrik unsuru bi elenip gitsede kurtulsak,1
Iyyy iğreç gargamel tipine bakmadan laf söylüyo herkeze kendini gördüğü bu evrende yok cins...,1
Abi bengü çok pislikkkk,1
Ya abi shu kadini igreniyorumya ne isi var bu sapsalin senin yaninda,1
Ben bu kadindan nefret ediyorum ya bana hakaret etti saygisiz,1
Hayatım da gördüğüm en saçma dizilerden biri sen varken bile çekilmiyor,1
"Sadece kastan oluşmuşsun, beynin yok biliyosun dimi..erkeklik hormonu yedigin çok belli oluyor",1
İçki içen dinsiz mi oluyor şimdi şu cahil din istismarcılarınada cevap vermek ne kadar doğru gerçi bilemedim malum samanla dolu bir alan onlardaki anlaşmak pek mümkün değil,1
babanın evinde topuklu ayakkabıylamı uyuyordun? Türk milleti evine ayakkabı ile girmez ancak sonradan görme kibarlık budalaları böyle.,1
Bebekken ayakkabı ile uyutmuşlar o alışkanlık devam ediyor napsın şımarık,1
Aynen katiliyorum Ataturk dinsizdi zerre suphe yok zaten. Zira laiklik=dinsizlik aksini kimse ispatlayamaz,1
çökelek sana başkası yakışmaz aptal,1
Lütfen ağlama hic bir erkek için değmez.,1
dalgami geciyon oglum senin yasin basin kac lan en fazla 12 yasindasin. Bende gecmisim kücük cocukla karakter hakkinda konusuyom. Survivor izleyen herseyi anlar ama senin yasin daha kücük oldugu icin anlamazsin. abi bu cocuk ya tartisma bosuna ??????,1
Ben 19 yaşndaym neyin ne olduğununda farkndaym sizde kimin köpeğiyseniz gidin onun sayfasına yorum yapın  ayrıca akıl yaşta degil başta bi insanda beyin olmadktan sonra 90 yaşnda olsun neye yarar örnek sen,1
sen ergen gibi evli barklı çocuklu kart kadınsın utanmıyormusun gelip ailesinin okuduğunu bile bile hakaret ediyorsun ? Emin ol eşi seni mahkemeye verecektir bundan eminim !!,1
Yola cıktıklarını yolda gördüklerine satmadıgın ortalıgı karıstırmadıgın yalan soylemedıgın zaman emın ol sampıyon olursun en azından karakter sampıyonu olursun tvden hersey gözüküyor merak etme,1
Dedikodu fitne fesatlıkta semir nagihan iki numara insan olmayı öğrenememiş şeytanlar,1
"seni yapicaklari gece anan babana basim agriyo deseydi de sen olmasaydin..ya yaşın kucuk ya da ileri seviyede terbiyesizsin..cümlelerin anlamsiz sirf konusmak icin konusuyosun yani bos konusuyosun..sana ne oluyo ben anlamadim herkese bi laf yetistirme cabasindasin,bak yazdiklarinin hepsi delil haberin olsun birini fazla sinir ediceksin bi sikayetine bakar ip adresinden ev adresin hersey bulunir tatlim sonra ugrasirsin benden soylemesi..ben sana herhangi bisekilde kotu soz sarf ettiysem eyvallah ama sana da bisey soyleyen yok sen herseyi ustune aliyosun hayirdir?? Amacin derdin de?! Bak sen benimle kufurlu konusabilirsin bu senin ahlak ve kisilik seviyeni gosterir ama ben sana bu kotu sozlerine ragmen ayni sekilde karsilik vermem bu da benim asaletimdendir..he yuzyuze olsaydik ben sana daha guzel cevap verebilirdim ama burdan senin gibi klavye delikanliligi taslamam..",1
benim annem olsan kesinlikle utanırdım. Yattaraya yaptığın zorlamalaru herkes izliyor tüm Türkiye. İnsanlara sporda örnek olmak yetmez bu devirde insanlık önemlidir. Başarılar,1
Sen ne şirret bu kadınsın bu bugün ayaklarını kaldırıp vurmadin kara fatma gibi manyaq kadın edepsiz gonullulere kurban ol sen,1
Yarışmaya katılarak kendini tüm türkiyeye rezil ettin ..keşke başarılı bir atlet olarak kalsaydın kişiliğini göstermeseydin,1
"Bir anne olarak ufacık bebeğini bırak oralara git, bu Nasıl bir annelik??Ayrıca gerçekten iticisin.Bir tek sen değil ünlüler takımında hepiniz iticisiniz, oranız buranız ayrı oynuyor.",1
Finalde o koltuğa otursanda bizim halkımız egosundan beslenen kimseye oy vermez paralama kendini kaybettin.Önce insan ol,1
"Nagihan biz hepimiz 7milyar insan olarak seni kiskaniyoruz çok mukkemmelsin kdeimdoaidkakd Senden başarılı milyonlarca insan var, onların yanin da bir hicsin.Bi de kiskaniyosunuz diyorsun, o karakterle kime seni kiskanmaz. Karakter yoksunu birisin ksiwkdowodkqkf",1
Kinadigin için başına gelenleri çekmek zorundasın ve cekeceksin. Uzulmuyorumda sana hiç uyuşturucudan orda olan biri o kadar masum gencin kanina giren bir katildir. Bu babam bile olsa en ağız cezayı çeksin isterim. Sende cekeceksin .,1
"Sen bu dünyada erkegim diye yasamana devam et bakalim! Bu dünyanin öbür dünyasida var.... Resmen yaradana karsi geldin!!! O seni kadin olarak yaratti!!!! Vay haline... Kinamiyorum, kinamak istemiyorum her ne olursa olsun kendi hayatin, kendi kararin... Ama yazik yaa, kiz ken daha güzeldin BENCE.... Neden erkeklige øzendin ki?? Allah islah etsin....",1
"Büyük lokma ye ama büyük laf konuşma seninde ileride ne olacagın belli degil yada çocuklarıyın ne secim yapacagını bılmıyorsun boş boş konusuyorsun, rahat bırakın çocuğu herkesin doğrusu kendine!?",1
Allah'ın yattığını değiştirirsen rızık beklersin çok günaha girdiğini düşünüyorum yazık oldu o güzelliğine,1
Belalti ve edebsiz konuşmalarinla ortamda rezillik yapmakta iyisin bravo .yani ben dün akşam Sancak için izledim . İzlerken bunlar ne saçma şey o kadar şehit oluyo bunlar yok Leopar desenli şeylerin ciflesmesi yok bilmem o kadınların yürümesi bunlar ne aptalca şey ya insanda edep olur biz Osmanlı torunuyuz bizim atalarımız böyle mi yaptı ne şehitler oluyo az sayginiz olsun Allah ıslah eylesin Hidayet versin ne diyeyim,1
"GİT YAA KOCA SEZONDA BİRÇOK MALI BİRKAÇ KEZ ÇIKAR, ISRARLA FİLM ÇEKİP BİR TÜRLÜ GİŞE YAPAMAYAN GUPSE ÖZAYI 2-3 KEZ ÇIKAR. AMA REYTİNG REKORU KIRAN, KELEBEKTE ÖDÜL ALAN ÇİFTİ, ELÇİNLE BARIŞI YAN YANA ÇIKARMA ! BU KADAR DA GÖSTERE GÖSTERE AYIRIM YAPILMAZ Kİ YAA, BU KADAR ADALETSİZ, O KONUMDAYKEN BU KADAR GÖSTERE GÖSTERE TARAFLI OLUNMAZ Kİ. TARAFLI ve ADALETSİZ PABUCUMUN SHOWMENİ. BİZ SENİN DE MODANI BİTİRMEYİ BİLİRİZ.",1
"Herzamanki gibi muhteşemsin melek! Zarifliğin ve güzelliğin dudak uçuklatıyor! ??? Ama ben senin güzellik sırrını biliyorum! ?? Senin o yüzünün güzelliği, kalbinin güzelliğini yansıtıyor. Yüzün kalbinin aynası... ???? Bu arada melek: ben senin evindeki o iki fıstığı çok özledim! ?? Betty ve Hero nasıllar? Fotoğraflarını paylaşır mısın ablacım, lütfen? ????????",0
abla kıyafetinle harikasın I love you :) :) :) :) ,0
Yine mükkemel ve süper başarılara imza atmıs güzel insan bizler arkandayız seni seviyoruz güzel insan,0
kurban olduğumun centılmenleri çok centılllll?? bana verse de ben de yürütsem okul bitimi koleksiyonumda ??,0
"ufaklığı hiç bırakmamanız lazım zaten, resmen ağlıyor arkanızdan. A Morgan's 10 otelin girişinde güvenliklere bırakıp girdiğinizde dayanamayıp aldım kucağıma, ne yaptıysam yine de ağladı resmen. İnsan kıyamıyor, kim kimin arkasından öyle ağlar? O",0
Hakan bey önunüzde duran yavruya akülü araba alma imkanları yaratabilirsıniz sizin güzel bir kalbe saip olduğunuzu tahmin ediyorum iyi dileklerimi sunuyorum,0
Harikaydınız hakan akkaya çok sıcaktınız çok güzel bir programdı,0
tatlım sen bu dönemde başbakan olamayacak kadar karakterlisin. Şimdi o makam karakter kaldırmıyor,0
Herseyinle sahanesin orijinal guzelligin zekayla birlesince o dalga gectigin minik kusurlar bile guzel gorunuyor inan seviyoruz seni??,0
Seni cok seviyodum taki sende siyasi takilana kadar ben sanatciyi isiyle severim siyasetle degil bundan sonra hicbir projeni izlemicez,0
Rabbim mekanını cennet etsin her bakışımda resmine için acıyor ÇOK üzülüyorum Allah oğluna sabır versin,0
E yakışıklı adamsın ??bayılıyolar sana ??kızlar resmini ??kızların ve güzel karında seni öpsün??allah bağışlasın??kocamaaaaan maşallah Doğulu Ailesine sevgilerrr,0
sen boyle tatlis bakarsan ve cok yaksikl oldugun icin gayet normal bisey yapilmis??,0
Ne kadar yakışıyorlar nazar degmesın evliligi cocuk oyuncagı yapıb durmadan gelinlik giyenlerden korusun mutlulukları daim olsun,0
A BİRİNE HAYRAN OLMAK SAATLERCE AYNI BÖLÜMLERİ TEKRAR İZLEMEK NE DEMEK YA ABİ SEN HARİKASIN SENİNLE BİR SANİYE YAN YANA DURSAM KALPTEN GİDERİM????????MÜKEMMEL BİR KİŞİLİK VE SÜPER BİR OYUNCULUK,0
Aynen ya sadece yazıda antiler gerçekte 'abi ben seni çok seviyorum' falan diyorlar,0
Aşkımm senin için ölürüm Canımdan çok seviyorum ??,0
Ama aşkim gecen yazdin ya ?? bende gelicen sandım bee şu an YIKILDIM ! Sino ağliyorum ulaaan bi ben kavuşamadiiiiiiiim,0
Ya sen çok farklısın melek kalplisin çok seviyorum seni bu sevgi asla bitmeyecek emin ol,0
Bizim sevgimize hiç bişey engel olamaz! İnsta cekemediginden engel Atiyo??????,0
Ah ah bazıları insanlık konusunda senden ders almalı Allah'a şükür yarı yolda bırakmıyosun sende olmasan????,0
SEN BENİM HAYATIMIN ANLAMISIN seni o kadar çok seviyorum ki sana anlatamam senin fotorafını göremiyince ağlıyorum bana naptın bilmiyorum ama iyi yaptın sen çok farklısın diğer ünlüler gibi değilsin kendinsin belki bu yorumumu görmesin bile ama seni çok seviyorum insan hiç sarılmadığı insanı özlermi ben özlüyorum seni özlüyorum fotoraf paylaşmadınmı meraklanıyorum artık senin aileni kendi ailemiş gibi seviyorum ben şu yaşıma kadar çok kişeye hayran oldum ama sana hayran olduğum gibi olmadım ilk defa saddece seni için ağlıyorum sen azminle beni azimlendiriyorsun sen üzldünmü ben üzülüyorum anlıycan SENİ ÇOK SEVİYORUM sevecegim...,0
Cok icten ve dogalsin cok az sanatcida olan seviyorum seni ??,0
"bitane sarki bestelesen kendin okusan bizde senin duygularini öğrensek yani suan ne hissettini,ne güzel olur prensesim...seni seviyorum:):)",0
bu sapchat uygukalasi yani duagina birşey yapmadı. Gupseyi tanışaydınız ilk görüşte başkasının yüzü olduğunu bilirdiniz. Çünkü gupsenin gözleri mavi değil !!! Sadece snapchat uygulamasında başkasının yüzünü koyabilirsiniz...bu kadar :),0
cum çok tatlısınız ??bu arada Amsterdam'da pasta E basta adlı restaurant a gidin lütfen...????????garsonlar konservatuar mezunu ve tabii ki makarnalar müthiş benden söylemesi...İzmir'den kucak dolusu ????????,0
Kusura bakma da Barış Arduç Gupse Özay sayesinde tanındı @tugceklls Ayrýca bu kadýnla uðraþmayý kesin artýk bir dizide iki kiþi yakýþýyor diye illa sevgli mi olmalarý gerekiyor? Onu geçtim Elçin Sangunun da gayet güzel bir iliþkisi var. Böyle yaparak kendnzi küçk düþürmeyin ergen ergen tavýrlar size ne milletten. Elçin Sangu da Barýþ Arduç da Gupse Özay da gülüyor milletin bu ergen mesajlarýna merak etmeyin ??,0
Harika bir görüntü rabbim her kadina anneliği tatdirsin rabbim banada hayirli evlatlar versin ( amin) gulbrn hanim sizinde evlatlarinizi size bagislasin,0
??????üç bal böceği vız vız. Maşallah . Ruhuma neşe oldunuz.,0
Seni niye bu kadar çok seviyor ve saygı duyuyorum diye düşünürken bir kez daha anladım aşkı sevgiyi saygıyı örf ve adetleri bu denli terazide tutabilmeniz beni size imrenerek bakmaya iten şeydi ????,0
Keşke benim annemde benim yanımda olsa beni böyle sevse tebrik ediyorum sizi mükemmel bir anne ve eşsiniz eşiniz çocuklarınız çok sansli,0
Ablacim ogullarinizin kıyafetlerini ne yapıyorsunuz 8 yaşında oğlum var ihtiyacım var gönderebilirsiniz,0
sizin hayraninizim .vassapa yeni girdim daha dogrusu internete..vaktim olmuyordu ucbucuk senedirde kizimla ilgileniyordum size yazmistim bes kasimda kizimi kaybettim diye..alkah evlat acisi kimseye gostermesin.fajat herseye duyarliliginizi bildigim icin taziye cevabi vermemeniz tuhafima gitti okuyanlardan aldim onlara cok tesekkur ediyorum.sizede evlatlarinizla saglikli senelerdiliyorum.??????,0
"Siz; bizim SUSMAYAN, KORKMAYAN sesimizsiniz...HOŞGELDİNİZ.",0
Hainlik buysa bütün güvercinler hain...diyorum ve gülüyorum cekemiyorlar. ..susamiyorlar...anlamiyorlar. ..seni çok seviyoruz ve cok mutluyuz.,0
"Hoşgeldiniz dışarıya Can Dündar bey?? Özgürlüğünüze kavuşmanıza çok sevindim? Bilmem ""vatan hainiymiş veya ihanet etmiş"". Es geçin bu tür suçlamaları",0
"Tebrikler Çağla ????????????????@caglabuyukakcay Paris'te Roland Garros kortlarında günlerdir bize bu heyecanı yaşattığın için teşekkürler. Sen her tur atlayışında, senin maçının sonucunu soran değişik milletlerden insanlara senin kazandığını söylemek çok gurur vericiydi. Bugün de çok iyi oynadın ama çok küçük detaylarla 3. turu kaçırdın. 3. tur Wimbledon'a kaldı artık ??????",0
Siz yolu açtınız ve her seferinde daha iyisini yapacağınıza inanıyorum. Umarım Türk çocukları arkanızdan gelecek cesaret ve imkanlara sahip olurlar.,0
Başarıların devamını diliyorum.Asla pes etme.Sınava giren binlerce öğretmen adayı gibi bende KPSS'de seni soracaklarından emindim ve bana bir net kazandırdın O?????????????,0
Millet NBA macina gitti bizim Alp hala balik tutuyor????,0
Alp bey ltf baliklari avlamayin birakin yasasinlar onlarinda yasamaya hakki var,0
"Sevgili Alp, Survivor yarışmalarını hep sen sunmalısın, böyle dolu dolu ""Avatar Atakan"" deyişine bayılıyoruz. ???? Seviliyorsun.?? Atakan'a selamlar. ????",0
İlk survivor başladığında efecanin semihe çıkışı vardı o videoyu bulun da yayınlayın bir zahmet herkes semih durduk yere Gönüllülerle kötü oldu saniyorlar gönüllüler em başta semihe hakaret edip disladilar şimdi de sanki herseyi semih durduk yere yapmış gibi yansitiyorlar,0
"nbisevdiğimmm hayırlı geceler ?????? Umarım gözlerini çok güzel ve hayırlarla dolu bir hafta sonuna açarsın. Yüzün herzamankinden daha fazla gülsün, yüreğin keza öyle ???? Sıla seni çok seviyor ucu bucağı yok bunu hep hisset o bembeyaz yüreğinde olur mu ?? Gözlerimi yine rüyama gelirsin umudu ile kapayacağım ???? Yarın varlığını bolca hissettiğimiz bi gün olur inşaAllah ablam ?? Seni bana Sevdirene emanet ol ???? Çok özlüyorum çokk çok çooook ablam benim ??????",0
Siz çocuğunuzun resmini neden koymuyorsunuz hiç herkes reklam yapiyor da çocuklarla sizin neden koymadiginizi merak ettim,0
Türk dünyası adına onur verici bir konser. Teşekkürler,0
Film süperdi izledim gerçekten süprizlerle doluydu :),0
"Ya benim gülüşü güzel abim ?? Yanınızda olamasakta takipteydik. İyi biliyoruz ki çok emek ettiniz, çok yoruldunuz. Dilerim Rabbimden hak ettiğin değeri bulabilirsiniz ?? filmin tamamıni henüz izlemedim ama fragmana bakilirsa epey korkacak gibiyiz ?? yolunuz açık olsun ??",0
Oyle bir konustuki sanki veda eder gibi.,0
"Cinli minli turk korku filmleri hic benlik degildir ama senin hatrina tabiki o filme gidilcek, hani yillar once gelecekte kendini nerede goruyorsun sorusuna yeni bi is yaptigimda emre yaptiysa kesin iyidir hissini olusturmak isterim gibi bi cevap vermistin, iste tam da o his sebebiyle gidip bu filmi izlicem ve memnun ayrilcagima dibine kadar inaniyorum, cunku emre yaptiysa iyi yapmistir, seni smokinli gorunce bi aneeem emre de mi evlendi yoksa hissi olusmadi degil :)",0
Off ya bu tip ne ya çok yakışıklısın abicim,0
Karizmatik Mustafacigimmm nasil tatli bir bakis nasil tatli bir pozzz bayildimmm seni cokkk seviyorummmm,0
Güzel duruş aman nazar değmesin,0
Mustafa Ceceli Bengü ikilisi güzel olmaz mı hiiccc?????? Meraklandik acaba single olarak mı çıkıyor ?? yoksa seneye çıkacak olan albümde mi????,0
kesin revaşta olur sizin şarkınız yerim sizi başarılar Allah yardımcınız olsun,0
Beraber yine tv programı yapın lütfen çok özledim sizi harika bir ikili olmustunuz??????,0
"Bu guzelim sarkılara yapılan kliplerede bi el atsan çok iyi olucak,o alandada senin gibiler ihtiyaç var..",0
Duruşunuz tevazunuz iyi yüreğinizle milyonların gönlünü kazanmışsınız.Fazla söze ne hacet kolay gelsin ??????,0
Arabadan daha yakışıklı duruyosun süpersin¦¦¦,0
ayyy su duruşa bakın. ben bir klasik araba gördüğümde içimde bir uyanış oluyor ve bu arabaların halen kullanıldığı ve hiç eskimediği hissini veriyor.çoooook yakışmış,0
seni gerçekten çok seviyorum şimdi seni bir kere görme hayalindeydim ama bu çok zor özgürlüğüm kısıtlı sadece seninle fotoğraf çekilenler e imrenmekle yetiniyorum Allaha emanet ol hep dualarım seninle keşke bunları okuduğunu bilsem??,0
heyecan mı hani seni görünce olandan mı yok ona heyecan demek eksik kalır ,0
Seni o kadar çok seviyorum ki bu sevgimi nasıl gösterebilirim sana nasıl görebilirsin nasıl anlatabilirim bilmiyorum ?????????? çok seviyorum ?? hayatımın tek anlamı sensin senin şarkıların senin sesin senin gülüşün senin davranışların senin en ufak bir mimik hareketin senin utanıp kızarman bile...... öyle bir sevgi abim. . İyi ki varsın iyi ki tanımışımm seni . İnşallah bir gün tanışırız şu an tek umudum@tulinurker ???????? allahım inşallah gerçek olur ne olur çok seviyorum . Beni Unutma abim olur ben eminim bu yaz tanışacağız.,0
Saclar harika duruyo gürlesmis bide sanki neler yapiyorsunuz saciniza ??????,0
"İyi ki varsin, iyi ki seni tanidim. Seni ve ekibini çok seviyorum .. Dm atarak belki yazdigimi okuman imkansiz umarim buraya yazdigimi görürsün. Özge abla senin de bizi sevdiğini biliyorum seni ask yeniden dizisinde tanimis olabilirim ama nedense seni çok sevdim ve sevmekten vaz gecmedim , hani olurya eskiden sunu çok seviyordum ama artik sevmiyorum hissi işte benimde tam tersi oldu. Ben asla seni ve ekibini sevmekten vaz gecmem nedenini bilmiyorum ama sunu biliyorum ki seni kalpten seviyorum. Sosyal medyaya girince fotoğraf paylastigini görüyorum 2dk yaziyor bende görünce bi heyecanlanma sonra napem bir şey yazemmi gorurmu hissi oluyor tabii bissuru dk geçiyor o sirada ama ben bu yorumunu göreceğini inaniyorum ``SENİ COK SEVİYORUM 
",0
ÇOK ÖZLİCEM O MÜKEMMEL YÜZÜNÜ DİZİ BİTİNCE HEP FOTO AT OLUR MU,0
"YAHU AŞK YENİDENSİZ NAPİCAM BEN, SENİ HER HAFTA İZLEMEDEN OLMAZKİ CANİMİN İCİ HEP FOTO AT",0
"Yaaa dizi superr superrr gözümüzü kirpmadan izliyoruzzz ....o kadar skldikki artık hep ayni senaryolardan aglamakli v donem dizilerinden ,sakin bitmesin lutfenn sevgiler",0
Her halin masum sirin ve dogal sana bayiliyorum ilk izledigim gunden beri,0
Hayatin bircok yukunu tek basina sirtlanmis ne buyuk acidir yarabbim dedigim seyleri yureginde saklayip yoluna devam etmis renklerin arasinda buyuyup Hanim efendiligini hic kaybetmemis belki hala bircok seyi yarim olan ama tam gorunen harika kadin tabi bunlar benim dusuncelerimdir ben olda bil denir olamam ama mutlulugu sevinci kederi huznu paylastigin guzel kucuk ailen iki kanadinla sonsuz mutluluklara ucun her yeni yaslari birlikte saglik ve mutlulukla karsilayin daim olun insallah cok yasayin ve sizde gorun,0
Size maşallah çok düzgün kadın eş ve annesin.,0
"İnsanin kalbi temiz ,niyeti iyi olunca boyle guzel bir aileyi nasip ediyor Allah, mutlulugunuz daim olsun insallah. Nice mutlu yillar ??",0
